,DATE,CSUSHPISA,CSINFT02USM460S,CUSR0000SEHA,GDP,HNFSEPUSSA,HOUST1F,HSN1F,LFACTTTTUSM657S,MSACSR,MORTGAGE30US,NHFSEPCS,NHFSEPNTS,NHFSEPUCS,PERMIT,QUSR628BIS,RSAHORUSQ156S,RHORUSQ156N,TTLCONS,UMCSENT,UNRATE
0,2000-01-01,100.551,3.5,180.9,10002.179,311.0,1268.0,873.0,1.49097212809519,4.3,8.21,82.0,41.0,188.0,1727.0,95.3071,67.1,67.1,784940.0,112.0,4.0
1,2000-02-01,101.339,3.5,181.3,,299.0,1255.0,856.0,0.132848798386133,4.3,8.325,79.0,40.0,180.0,1692.0,,,,793737.0,111.3,4.1
2,2000-03-01,102.127,3.8,181.9,,313.0,1313.0,900.0,-0.0154433649688325,4.3,8.24,86.0,42.0,185.0,1651.0,,,,809459.0,107.1,4.0
3,2000-04-01,102.922,3.5,182.3,10247.72,305.0,1275.0,841.0,0.222559220410857,4.4,8.1525,80.0,40.0,185.0,1597.0,96.7197,67.3,67.2,804766.0,109.2,3.8
4,2000-05-01,103.678,3.5,182.8,,305.0,1230.0,857.0,-0.254288936679953,4.4,8.515,84.0,37.0,184.0,1543.0,,,,805005.0,110.7,4.0
5,2000-06-01,104.424,3.4,183.4,,306.0,1202.0,793.0,0.142568193948928,4.8,8.288,84.0,37.0,185.0,1572.0,,,,795411.0,106.4,4.0
6,2000-07-01,105.054,3.7,184.1,10318.165,303.0,1142.0,887.0,-0.219508945164842,4.1,8.1475,83.0,37.0,183.0,1542.0,98.0394,67.5,67.7,783795.0,108.3,4.0
7,2000-08-01,105.768,3.5,184.8,,302.0,1231.0,848.0,0.165872446899732,4.4,8.0275,85.0,38.0,179.0,1552.0,,,,805341.0,107.3,4.1
8,2000-09-01,106.538,3.7,185.4,,300.0,1195.0,912.0,0.0028067417937886,4.0,7.912000000000001,85.0,39.0,176.0,1570.0,,,,814330.0,106.8,3.9
9,2000-10-01,107.382,4.1,186.1,10435.744,301.0,1235.0,933.0,0.0729732384681233,4.0,7.795,86.0,40.0,175.0,1577.0,99.7249,67.5,67.5,816100.0,105.8,3.9
10,2000-11-01,108.302,3.8,186.7,,305.0,1212.0,880.0,0.238392393880327,4.2,7.745,90.0,42.0,173.0,1614.0,,,,820054.0,107.6,3.9
11,2000-12-01,109.14,3.4,187.4,,298.0,1226.0,983.0,0.200053160979841,3.6,7.382,87.0,41.0,170.0,1543.0,,,,811516.0,98.4,3.9
12,2001-01-01,109.846,3.8,188.0,10470.231,296.0,1275.0,936.0,0.385345694180722,3.8,7.0325,82.0,41.0,173.0,1699.0,101.1505,67.6,67.5,814479.0,94.7,4.2
13,2001-02-01,110.5,3.2,188.7,,296.0,1280.0,963.0,-0.06884561891516,3.7,7.05,80.0,41.0,175.0,1656.0,,,,813647.0,90.6,4.2
14,2001-03-01,111.109,3.3,189.5,,292.0,1218.0,939.0,0.155183332057536,3.8,6.952,78.0,44.0,170.0,1659.0,,,,828057.0,91.5,4.3
15,2001-04-01,111.652,3.7,190.2,10599.0,294.0,1311.0,909.0,-0.246657958366916,3.9,7.0775,77.0,39.0,178.0,1666.0,101.8607,67.8,67.7,842392.0,88.4,4.4
16,2001-05-01,112.164,3.9,191.1,,295.0,1285.0,885.0,-0.174828827950324,4.0,7.145,76.0,42.0,177.0,1665.0,,,,848146.0,92.0,4.3
17,2001-06-01,112.796,4.0,191.8,,301.0,1295.0,882.0,0.027212213399573,4.2,7.159999999999999,75.0,45.0,181.0,1626.0,,,,855730.0,92.6,4.5
18,2001-07-01,113.491,3.0,192.5,10598.02,305.0,1298.0,880.0,0.207175094344887,4.2,7.1275,76.0,43.0,186.0,1598.0,103.6665,67.9,68.1,850471.0,92.4,4.6
19,2001-08-01,114.167,3.1,193.2,,308.0,1286.0,866.0,-0.25756331184652,4.4,6.95,77.0,44.0,187.0,1615.0,,,,847465.0,91.5,4.9
20,2001-09-01,114.812,3.2,194.0,,310.0,1243.0,853.0,0.49202981491304,4.4,6.8175,79.0,40.0,191.0,1565.0,,,,837412.0,81.8,5.0
21,2001-10-01,115.31,1.6,194.7,10660.465,308.0,1240.0,871.0,0.067366257144643,4.3,6.6175,78.0,41.0,189.0,1566.0,105.6761,67.9,68.0,845941.0,82.7,5.3
22,2001-11-01,115.857,1.0,195.4,,308.0,1244.0,924.0,0.106880612967256,4.1,6.6579999999999995,77.0,40.0,191.0,1651.0,,,,843911.0,83.9,5.5
23,2001-12-01,116.455,1.9,196.2,,308.0,1285.0,979.0,0.0450637825845813,3.8,7.0649999999999995,76.0,42.0,190.0,1680.0,,,,849689.0,88.8,5.7
24,2002-01-01,117.144,2.2,196.8,10783.5,310.0,1318.0,880.0,-0.292436159523232,4.2,6.9975,77.0,43.0,190.0,1665.0,107.2219,67.9,67.8,858654.0,93.0,5.7
25,2002-02-01,117.845,2.4,197.5,,313.0,1501.0,948.0,0.535157037315041,4.0,6.8925,79.0,42.0,192.0,1787.0,,,,862338.0,90.7,5.7
26,2002-03-01,118.687,3.1,198.1,,316.0,1292.0,923.0,-0.1189052422003,4.1,7.014,80.0,40.0,196.0,1691.0,,,,844551.0,95.7,5.7
27,2002-04-01,119.611,3.1,198.5,10887.46,324.0,1277.0,936.0,0.168880337206968,4.3,6.985,83.0,47.0,194.0,1669.0,108.8292,67.8,67.6,858240.0,93.0,5.9
28,2002-05-01,120.724,3.1,198.9,,327.0,1402.0,978.0,0.147175678010019,4.0,6.806,83.0,44.0,200.0,1716.0,,,,850935.0,96.9,5.8
29,2002-06-01,121.813,3.0,199.5,,328.0,1368.0,957.0,-0.089693524127558,4.2,6.65,85.0,41.0,202.0,1758.0,,,,846777.0,92.4,5.8
30,2002-07-01,122.888,2.7,200.0,10984.04,333.0,1323.0,956.0,-0.0034528479089553,4.2,6.485,83.0,46.0,204.0,1738.0,111.1348,67.9,68.0,847129.0,88.1,5.8
31,2002-08-01,123.83,2.6,200.3,,334.0,1247.0,1014.0,0.142262245947943,4.0,6.29,83.0,48.0,203.0,1695.0,,,,839008.0,87.6,5.7
32,2002-09-01,124.78,3.1,200.8,,333.0,1446.0,1044.0,0.374459516305884,3.9,6.0925,86.0,47.0,200.0,1803.0,,,,832134.0,86.1,5.7
33,2002-10-01,125.735,2.9,201.3,11061.433,335.0,1352.0,1006.0,-0.163515444652083,4.0,6.1125,82.0,51.0,202.0,1799.0,113.0461,68.2,68.3,839690.0,80.6,5.7
34,2002-11-01,126.67,2.5,201.9,,338.0,1394.0,1024.0,-0.187869028448739,4.0,6.068,85.0,52.0,201.0,1771.0,,,,844697.0,84.2,5.9
35,2002-12-01,127.624,2.7,202.4,,339.0,1439.0,1048.0,0.0172365055398129,4.0,6.0475,84.0,51.0,204.0,1896.0,,,,855921.0,86.7,6.0
36,2003-01-01,128.461,2.7,203.2,11174.129,341.0,1537.0,999.0,0.600416362207547,4.0,5.9159999999999995,83.0,52.0,206.0,1808.0,114.1698,68.1,68.0,863855.0,82.4,5.8
37,2003-02-01,129.355,3.2,203.5,,341.0,1301.0,936.0,0.111692031493042,4.5,5.8425,84.0,55.0,202.0,1854.0,,,,859225.0,79.9,5.9
38,2003-03-01,130.148,3.8,204.0,,338.0,1399.0,999.0,-0.053388090349076,4.1,5.745,82.0,51.0,205.0,1757.0,,,,851132.0,77.6,5.9
39,2003-04-01,130.884,2.7,204.5,11312.766,340.0,1374.0,1012.0,0.309542397720891,4.1,5.8125,82.0,53.0,205.0,1803.0,116.2112,68.2,68.0,859459.0,86.0,6.0
40,2003-05-01,131.735,2.5,205.0,,343.0,1391.0,1078.0,0.0177505905484932,3.9,5.484,81.0,55.0,207.0,1835.0,,,,866814.0,92.1,6.1
41,2003-06-01,132.649,2.5,205.3,,343.0,1513.0,1193.0,0.379522184300341,3.5,5.23,79.0,52.0,212.0,1875.0,,,,880865.0,89.7,6.3
42,2003-07-01,133.77700000000002,2.3,205.8,11566.669,342.0,1535.0,1168.0,-0.388287455119138,3.6,5.6325,79.0,51.0,212.0,1885.0,118.9971,68.3,68.4,891264.0,90.9,6.2
43,2003-08-01,134.969,2.8,206.2,,346.0,1484.0,1206.0,-0.0273065501587193,3.5,6.264,78.0,54.0,214.0,1966.0,,,,901839.0,89.3,6.1
44,2003-09-01,136.29399999999998,3.4,206.7,,350.0,1555.0,1131.0,0.0580422684284202,3.8,6.1475,77.0,55.0,218.0,1961.0,,,,911589.0,87.7,6.1
45,2003-10-01,137.531,3.1,206.9,11772.234,361.0,1631.0,1144.0,0.126936463522828,3.8,5.952,78.0,61.0,222.0,2012.0,122.8818,68.5,68.6,925732.0,89.6,6.0
46,2003-11-01,138.79399999999998,3.1,207.4,,366.0,1694.0,1093.0,0.193571253305706,4.1,5.9325,81.0,53.0,232.0,1918.0,,,,925985.0,93.7,5.8
47,2003-12-01,140.179,2.8,207.7,,370.0,1647.0,1129.0,-0.184353741496599,4.0,5.8759999999999994,86.0,52.0,232.0,1987.0,,,,948491.0,92.6,5.7
48,2004-01-01,141.64600000000002,2.9,208.1,11923.447,374.0,1560.0,1165.0,0.077012724137696,3.8,5.7125,89.0,54.0,231.0,1952.0,125.9256,68.7,68.6,938525.0,103.8,5.7
49,2004-02-01,143.192,2.9,208.6,,372.0,1481.0,1159.0,-0.0905735416297789,3.7,5.635,84.0,56.0,232.0,1966.0,,,,937813.0,94.4,5.6
50,2004-03-01,145.059,3.4,209.1,,381.0,1632.0,1276.0,0.160181038654752,3.6,5.445,82.0,61.0,238.0,2066.0,,,,961159.0,95.8,5.8
51,2004-04-01,146.593,4.0,209.7,12112.815,383.0,1646.0,1186.0,-0.0639699477351916,4.0,5.83,88.0,57.0,238.0,2070.0,129.0662,69.4,69.2,967602.0,94.2,5.6
52,2004-05-01,148.186,3.9,210.3,,383.0,1652.0,1241.0,0.146407899216888,3.8,6.27,87.0,55.0,241.0,2150.0,,,,974381.0,90.2,5.6
53,2004-06-01,149.85,4.0,210.9,,383.0,1526.0,1180.0,0.268588719273791,3.9,6.2875,85.0,62.0,236.0,2020.0,,,,983087.0,95.6,5.6
54,2004-07-01,151.338,3.5,211.4,12305.307,400.0,1675.0,1088.0,0.157330801573308,4.5,6.056,93.0,68.0,239.0,2112.0,132.9919,68.9,69.0,1006184.0,96.7,5.5
55,2004-08-01,152.63299999999998,3.1,212.0,,405.0,1691.0,1175.0,-0.0866668472225984,4.3,5.8675,93.0,62.0,250.0,2056.0,,,,1013616.0,95.9,5.4
56,2004-09-01,154.179,3.2,212.5,,410.0,1555.0,1214.0,-0.100973137079504,4.1,5.754,91.0,68.0,251.0,2041.0,,,,1012080.0,94.2,5.4
57,2004-10-01,155.75,3.6,212.8,12527.214,413.0,1660.0,1305.0,0.256418953295119,3.9,5.7225,95.0,65.0,253.0,2097.0,137.1913,69.1,69.2,1015719.0,91.7,5.5
58,2004-11-01,157.52700000000002,3.3,213.1,,418.0,1458.0,1179.0,0.24967352986948,4.3,5.73,95.0,70.0,253.0,2079.0,,,,1022994.0,92.8,5.4
59,2004-12-01,159.33,3.4,213.7,,422.0,1714.0,1242.0,-0.0695185000202481,4.1,5.752,97.0,68.0,257.0,2082.0,,,,1037480.0,97.1,5.4
60,2005-01-01,161.28799999999998,3.5,214.3,12767.286,441.0,1739.0,1203.0,-0.0202621927745021,4.4,5.71,102.0,70.0,269.0,2139.0,141.9495,69.2,69.1,1046082.0,95.5,5.3
61,2005-02-01,163.344,3.3,214.9,,446.0,1792.0,1319.0,0.22630700741071,4.3,5.6275,103.0,70.0,273.0,2114.0,,,,1066848.0,94.1,5.4
62,2005-03-01,165.812,4.0,215.4,,445.0,1583.0,1328.0,0.0181984848076353,4.1,5.928,104.0,75.0,266.0,2062.0,,,,1071745.0,92.6,5.2
63,2005-04-01,167.50099999999998,4.0,216.0,12922.656,445.0,1658.0,1260.0,0.360533994649271,4.3,5.855,104.0,77.0,264.0,2150.0,145.6174,68.7,68.6,1081012.0,87.7,5.2
64,2005-05-01,169.351,3.8,216.5,,450.0,1714.0,1286.0,0.224943931885634,4.2,5.72,107.0,77.0,266.0,2085.0,,,,1093341.0,86.9,5.1
65,2005-06-01,171.19,4.0,217.0,,455.0,1719.0,1274.0,-0.015409249569546,4.3,5.582,107.0,78.0,270.0,2178.0,,,,1105896.0,96.0,5.0
66,2005-07-01,172.86,3.6,217.7,13142.642,464.0,1724.0,1389.0,0.129993701336121,4.2,5.695,108.0,84.0,272.0,2203.0,148.8674,68.7,68.8,1119101.0,96.5,5.0
67,2005-08-01,174.442,3.7,218.1,,476.0,1728.0,1255.0,0.232212645216553,4.5,5.82,108.0,86.0,282.0,2219.0,,,,1129163.0,89.1,4.9
68,2005-09-01,176.438,5.5,218.7,,487.0,1789.0,1244.0,0.116838809178857,4.7,5.774,108.0,89.0,290.0,2263.0,,,,1148438.0,76.9,5.0
69,2005-10-01,178.028,5.5,219.3,13324.204,490.0,1740.0,1336.0,0.0313429451698521,4.5,6.065,110.0,88.0,292.0,2170.0,152.2196,68.9,69.0,1160831.0,74.2,5.0
70,2005-11-01,179.68,4.1,219.9,,502.0,1808.0,1214.0,0.0426663822241185,5.0,6.33,110.0,88.0,304.0,2218.0,,,,1172090.0,81.6,5.0
71,2005-12-01,180.91,4.1,220.3,,511.0,1628.0,1239.0,-0.0233232266018059,4.9,6.272,110.0,95.0,306.0,2120.0,,,,1184677.0,91.5,4.9
72,2006-01-01,182.321,3.8,220.8,13599.16,523.0,1823.0,1174.0,0.122642138239019,5.3,6.145,113.0,92.0,318.0,2212.0,154.2137,68.6,68.5,1195642.0,91.2,4.7
73,2006-02-01,183.287,3.6,221.5,,539.0,1804.0,1061.0,0.284261120800991,6.1,6.2525,121.0,90.0,328.0,2141.0,,,,1205639.0,86.7,4.8
74,2006-03-01,184.364,3.8,222.2,,552.0,1601.0,1116.0,0.114178742838935,5.9,6.324,128.0,93.0,331.0,2118.0,,,,1205169.0,88.9,4.7
75,2006-04-01,184.329,4.4,222.9,13753.424,565.0,1511.0,1123.0,0.0450889512177332,6.3,6.5075,133.0,100.0,332.0,1998.0,150.5794,68.8,68.7,1193296.0,87.4,4.7
76,2006-05-01,184.156,4.7,223.7,,565.0,1570.0,1086.0,0.124601507148017,6.2,6.5975,130.0,97.0,338.0,1905.0,,,,1180581.0,79.1,4.6
77,2006-06-01,183.507,4.4,224.6,,566.0,1451.0,1074.0,0.188655515029556,6.3,6.6819999999999995,140.0,99.0,327.0,1867.0,,,,1172128.0,84.9,4.6
78,2006-07-01,183.068,3.8,225.4,13870.188,572.0,1424.0,965.0,0.0151961626385824,7.3,6.7625,148.0,97.0,327.0,1763.0,148.5946,68.9,69.0,1157926.0,84.7,4.7
79,2006-08-01,182.594,4.6,226.3,,566.0,1364.0,1035.0,0.223944192314552,6.7,6.523999999999999,156.0,93.0,317.0,1722.0,,,,1145907.0,82.0,4.7
80,2006-09-01,182.798,3.6,227.2,,559.0,1384.0,1016.0,-0.0355928181602468,6.7,6.4025,162.0,84.0,313.0,1655.0,,,,1135753.0,85.4,4.5
81,2006-10-01,183.198,3.7,228.0,14039.56,554.0,1212.0,941.0,0.249897799053158,7.3,6.3575,166.0,87.0,301.0,1570.0,149.8723,68.8,68.9,1122914.0,93.6,4.4
82,2006-11-01,183.609,3.3,228.8,,543.0,1290.0,1003.0,0.240066824080347,6.6,6.24,166.0,81.0,296.0,1535.0,,,,1121749.0,92.1,4.5
83,2006-12-01,184.139,3.5,229.8,,536.0,1249.0,998.0,0.213902339802895,6.5,6.135,166.0,80.0,290.0,1638.0,,,,1135406.0,91.7,4.4
84,2007-01-01,184.517,3.6,230.547,14215.651,538.0,1130.0,891.0,0.2697535552471,7.2,6.2175,169.0,84.0,285.0,1626.0,146.9114,68.5,68.4,1137917.0,96.9,4.6
85,2007-02-01,184.598,3.6,231.546,,544.0,1189.0,828.0,-0.105129812464086,7.9,6.285,174.0,85.0,285.0,1598.0,,,,1139032.0,91.3,4.5
86,2007-03-01,184.15,3.6,232.349,,545.0,1202.0,833.0,0.0444493832648072,7.9,6.156000000000001,179.0,84.0,282.0,1596.0,,,,1146624.0,88.4,4.4
87,2007-04-01,183.01,4.0,232.96,14402.082,548.0,1197.0,887.0,-0.402480219011963,7.4,6.18,183.0,80.0,285.0,1470.0,139.8448,68.3,68.2,1150590.0,87.1,4.5
88,2007-05-01,181.6,4.3,233.656,,545.0,1130.0,842.0,0.154164069931446,7.8,6.2620000000000005,186.0,80.0,279.0,1493.0,,,,1161581.0,88.3,4.4
89,2007-06-01,180.254,4.2,234.283,,542.0,1131.0,793.0,0.243007794589638,8.2,6.657500000000001,188.0,78.0,276.0,1407.0,,,,1163511.0,85.3,4.6
90,2007-07-01,179.111,4.2,234.996,14564.117,537.0,1042.0,778.0,0.0084944557340843,8.3,6.695,188.0,77.0,272.0,1361.0,135.5499,68.0,68.2,1155448.0,90.4,4.7
91,2007-08-01,178.116,4.0,235.524,,533.0,957.0,699.0,-0.199276072497289,9.2,6.572,193.0,76.0,264.0,1321.0,,,,1159077.0,83.4,4.6
92,2007-09-01,177.558,4.0,236.239,,527.0,935.0,686.0,0.435354732273206,9.2,6.3825,194.0,76.0,257.0,1261.0,,,,1158580.0,83.4,4.7
93,2007-10-01,176.62400000000002,3.7,237.18,14715.058,514.0,878.0,727.0,-0.150572959443076,8.5,6.375,190.0,76.0,248.0,1192.0,130.27,67.8,67.8,1152491.0,80.9,4.7
94,2007-11-01,175.14700000000002,4.3,238.063,,503.0,833.0,641.0,0.425634698367312,9.4,6.208,190.0,74.0,239.0,1224.0,,,,1132908.0,76.1,4.7
95,2007-12-01,174.342,4.4,238.873,,497.0,805.0,619.0,0.0539539116585952,9.6,6.095,191.0,72.0,234.0,1149.0,,,,1115141.0,75.5,5.0
96,2008-01-01,173.132,4.0,239.517,14706.538,487.0,773.0,627.0,0.0942060057952936,9.3,5.758,191.0,69.0,227.0,1094.0,123.7454,67.9,67.8,1111347.0,78.4,5.0
97,2008-02-01,171.541,3.9,240.08,,477.0,724.0,593.0,-0.266124896957738,9.7,5.9175,188.0,67.0,222.0,1014.0,,,,1096648.0,70.8,4.9
98,2008-03-01,170.053,4.6,240.68,,470.0,728.0,535.0,0.165958360721886,10.5,5.97,186.0,65.0,219.0,967.0,,,,1103446.0,69.5,5.1
99,2008-04-01,168.338,5.7,241.437,14865.701,458.0,682.0,536.0,-0.0903136938950542,10.3,5.9175,182.0,62.0,214.0,1008.0,115.5766,68.1,68.1,1101252.0,62.6,5.0
100,2008-05-01,166.65900000000002,7.0,241.927,,451.0,679.0,504.0,0.347274157990232,10.7,6.036,183.0,61.0,207.0,995.0,,,,1101547.0,59.8,5.4
101,2008-06-01,165.017,6.5,242.882,,435.0,647.0,487.0,0.006480755396849,10.7,6.32,181.0,58.0,196.0,1180.0,,,,1090098.0,56.4,5.6
102,2008-07-01,163.566,6.3,243.675,14898.999,419.0,615.0,477.0,0.101093232585719,10.5,6.425999999999999,179.0,55.0,185.0,921.0,109.166,67.7,67.9,1086952.0,61.2,5.8
103,2008-08-01,161.987,5.3,244.475,,409.0,607.0,435.0,0.111349202752656,11.3,6.4775,176.0,52.0,181.0,858.0,,,,1070075.0,63.0,6.1
104,2008-09-01,160.308,4.6,245.175,,395.0,537.0,433.0,-0.0459127915623929,10.9,6.0375,175.0,50.0,170.0,797.0,,,,1059579.0,70.3,6.1
105,2008-10-01,158.327,4.3,245.914,14608.209,381.0,542.0,393.0,0.197968557934916,11.6,6.2,172.0,46.0,163.0,736.0,106.558,67.5,67.5,1055959.0,57.6,6.5
106,2008-11-01,156.142,2.9,246.556,,371.0,459.0,389.0,-0.15302564632351,11.4,6.0875,170.0,45.0,156.0,626.0,,,,1035033.0,55.3,6.8
107,2008-12-01,153.619,1.7,246.992,,353.0,403.0,377.0,0.0103466783929022,11.2,5.286,166.0,42.0,145.0,554.0,,,,999139.0,60.1,7.3
108,2009-01-01,151.507,2.5,247.563,14430.902,341.0,358.0,336.0,-0.287737221557661,12.2,5.047499999999999,161.0,41.0,139.0,545.0,103.9789,67.4,67.3,975099.0,61.2,7.8
109,2009-02-01,150.015,2.3,247.994,,326.0,358.0,372.0,0.212696971662019,10.5,5.13,155.0,39.0,132.0,558.0,,,,971708.0,56.3,8.3
110,2009-03-01,148.66,2.4,248.396,,311.0,353.0,339.0,-0.262071464623588,11.0,5.0025,149.0,38.0,124.0,513.0,,,,963793.0,57.3,8.7
111,2009-04-01,147.94899999999998,3.1,248.837,14381.236,300.0,387.0,337.0,0.243945164241272,10.7,4.8100000000000005,144.0,38.0,118.0,521.0,102.8887,67.4,67.4,932482.0,65.1,9.0
112,2009-05-01,147.694,3.2,249.204,,291.0,408.0,376.0,0.154036334453009,9.3,4.8575,138.0,38.0,115.0,556.0,,,,920020.0,68.7,9.4
113,2009-06-01,148.09,3.9,249.381,,280.0,482.0,393.0,-0.0200326985337357,8.5,5.42,131.0,36.0,113.0,601.0,,,,912530.0,70.8,9.5
114,2009-07-01,148.41,3.6,249.343,14448.882,270.0,509.0,411.0,-0.138317950308953,7.9,5.2219999999999995,126.0,34.0,110.0,595.0,102.4965,67.4,67.6,911438.0,66.0,9.5
115,2009-08-01,148.278,3.0,249.359,,261.0,487.0,418.0,-0.12621195842125,7.5,5.1925,118.0,34.0,109.0,616.0,,,,900112.0,65.7,9.6
116,2009-09-01,148.025,2.8,249.261,,252.0,510.0,386.0,-0.311068195221215,7.8,5.0575,111.0,32.0,109.0,609.0,,,,887241.0,73.5,9.8
117,2009-10-01,147.85,3.2,248.959,14651.249,243.0,476.0,396.0,-0.0279534802082859,7.4,4.952,106.0,31.0,106.0,583.0,102.8783,67.2,67.2,871391.0,70.6,10.0
118,2009-11-01,148.134,3.1,248.778,,237.0,497.0,375.0,0.0611246943765281,7.6,4.875,101.0,29.0,107.0,623.0,,,,858493.0,67.4,9.9
119,2009-12-01,147.929,3.0,248.667,,234.0,484.0,352.0,-0.498446821507948,8.0,4.93,96.0,31.0,107.0,664.0,,,,842609.0,72.5,9.9
120,2010-01-01,147.39600000000002,3.4,248.721,14764.61,233.0,510.0,345.0,0.243614110024753,8.1,5.03,96.0,31.0,106.0,636.0,101.5417,67.2,67.1,822114.0,74.4,9.8
